Summary,Keywords,Meaningful keywords,IoCs
"RT TheHackersNews ""A new feature-rich version of SpyNote #Android spyware has been detected targeting financial institutions, including HSBC UK, Deutsche Bank, Kotak Mahindra Bank and Nubank.

Read: https://t.co/oSyLMf0YYJ

#infosec #hacking #malware #technews #cybersecurity"" S…","[['feature', 'spynote', 'cybersecurity', 'technews', 'hsbc', 'malware', 'hacking', 'calls', 'version', 'bank']]","[""['android', 'system'], ['spynote', 'malware'], ['apps', 'person']""]",none
"Malware Infects Magento-Powered Stores via FishPig Distribution Ser... (Securityweek)

Specialized in Magento optimizations and Magento-WordPress integrations, FishPig offers vari...

Add your highlights:
https://t.co/dG53uzSC4D
 #infosec #informati...","[['fishpig', 'magento', 'stores', 'distribution', 'powered', 'server', 'malware', 'infects', 'securityweek', 'cybersecurity']]",none,none
"Fishpig, a vendor of popular Magento/Wordpress modules, has been breached. The #Rekoobe Linux trojan was found in paid extensions and on its licensing server.
Magento store owners should disable any paid Fishpig software and run a malware scan. 
https://t.co/J82A7MlghP https://t.co/YTs4tZjufc","[['magento', 'fishpig', 'wordpress', 'malware', 'chain', 'supply', 'vendor', 'hackers', 'attack', 'extensions']]","[""['fishpig', 'malware'], ['sansec', 'organization'], ['rekoobe', 'malware'], ['wordpress', 'system'], ['magento', 'system']""]",none
.@FortiGuardLabs Threat Signal Report: New Wiper #Malware SwiftSlicer Hit Ukraine ⮕ https://t.co/Y6s15l2TCk https://t.co/TxWwuF9kyr,"[['fortiguardlabs', 'new', 'wiper', 'report', 'malware', 'swiftslicer', 'ukraine', 'signal', 'threat', 'hit']]","[""['tlp', 'indicator'], ['swiftslicer', 'malware']""]","['TLP:AMBER', 'TLP:WHITE', 'TLP:GREEN', 'TLP:RED']"
"Fortinet's security solutions enables you to focus on factors that drive value by integrating all security-related tools &amp; resources in one platform.
Discover how governments can take advantage of the same in the IDC Public Sector: https://t.co/wHb5TQ6lVI

#bespinglobal #fortinet https://t.co/gp3fqattZ5","[['fortinet', 'government', 'threat', 'vpn', 'security', 'ssl', 'fortios', 'organizations', 'exploitation', 'activity']]",none,none
"Critical #FortiOS pre-auth #RCE vulnerability exploited by attackers
 https://t.co/aQMoUZv4AL

#ZetoTrust #ZeroDay #cybercrime #hacker #privacy #APT #bot #CISO #DDoS #100DaysOfCode #hacking #phishing #CyberAttack #cybersecurity #Security #infosec #OpenSource #Python #javascript","[['urgent', 'fortios', 'rce', 'vulnerability', 'fortinet', 'cybersecurity', 'cve-2022', 'attackers', 'vpn', 'ssl']]",none,['CVE-2022-42475']
"#Fortinet: Govt networks targeted with now-patched SSL-VPN #zeroday
https://t.co/2z2FalERS5

Unknown attackers exploit now-patched #FortiOS vulnerability (#CVE-2022-42475) in attacks on government targets.
#CyberSecurity #InfoSec #CyberCrime #Patch #SSL #VPN #0Day","[['urgent', 'fortios', 'cve-2022', 'ssl', 'vulnerability', 'vpn', 'fortinet', 'cybersecurity', 'infosec', 'overflow']]","[""['vulnerability', 'vulnerability'], ['fortinet', 'organization'], ['application', 'indicator']""]",['CVE-2022-42475']
"Chinese Hackers Targeting Online Casinos with GamePlayerFramework Malware

An advanced persistent threat (APT) group of Chinese origin codenamed DiceyF has been linked to a string of attacks aimed at online casinos in Southeast Asia for years. Russian cybersecurity company K…","[['diceyf', 'gameplayerframework', 'casino', 'development', 'studio', 'apt', 'casinos', 'malware', 'cybersecurity', 'hackers']]",none,"['apps.imangolm.com', 'archivess.imangoim.net', 'quic.flashesplayer.com', '45.77.47.149', '202.182.115.238', '1d59e527886e4bd72df0f609239b9d58', '56836b19b5c35c81e006f4843ff63e51', '49b457ee8eaa83b18cc00d2f579824c6', '2bd3b84b318beb5714cac9194078607a', '0c4dae01f21c3d2fa55f38314fe34958', '07d6bf2df064e97d0e635a67f083f87d', '031466c63bba4eafb11f2966e765c0d2', '193d192ed0cec2487d18b13aedc94cb6', '4d72e573d9c4d31371c8020ba7179daf', '07ff76be283fb44ce9e9427e12e63aa6', '3a1780e6fb6250b0fb63d2884788670e', '06711900cc5d7cd665bc1b6ec9d7eacf', 'cb8a30fcbcb462be66462f6928c6e44a', '39736c93f7d9cc62cdc00438c174f8a4', '969ef4a64203ba2ab54a6822559600cc', '0ac4e0e08bd28e88acd4991071c98261', 'ddbc9081ed2c503c5e4512a8e61b5389', '294c22533c950d7d9d74a82729ba3841', '19f8809d04c06bba2ad95a937f133a89', '5:00pm 75 min Crimeware and financial predictions for 2023 Marc Rivero Dan Demeter Dmitry Galov Reports Not just an infostealer: Gopuram backdoor deployed through 3CX supply chain attack A DLL named guard64.dll', 'C:\\Users\\fucker\\Desktop\\Fucker\\GamePlayerFramework\\Tifa\\*.pdb', 'D:\\Code\\Fucker\\GamePlayerFramework\\Tifa\\*.pdb', 'D:\\Code\\Fucker\\GamePlayerFramework\\Yuna\\*.pdb', 'C:\\ProgramData\\NVIDIA\\DConfig GetRemotePluginInfo PluginName: name of an installed plugin Retrieves the version of a locally installed plugin RunPlugin PluginName: name of the plugin to be launched SessionId: ID of the session inside which the plugin is to be launched Downloads a plugin from the C2 server and launches it DeleteGuid N/A Removes the infection from the machine by creating a batch file that removes all files dropped by the framework installer except for rascustoms.dll', 'C:\\ProgramData\\NVIDIA\\DisplaySessionContainer1.ini']"
Researchers Warn of Self-Spreading Malware Targeting Gamers via YouTube: Gamers looking for cheats on YouTube are being targeted with links to malicious password-protected archive files designed to install the RedLine Stealer malware… https://t.co/LFd9PkGpA5 DeepBlue Security https://t.co/nWdcoaZc7f,"[['gamers', 'youtube', 'self', 'malware', 'targeting', 'researchers', 'warn', 'cybersecurity', 'stealer', 'cheats']]","[""['youtube', 'organization']""]","['45.150.108.67', '32dd96906f3e0655768ea09d11ea6150', '9194c2946e047b1e5cb4865a29d783f4', 'e59e63cdaec7957e68c85a754c69e109', 'ac56f398a5ad9fb662d8b04b61a1e4c5', 'f80abd7cfb638f6c69802e7ac4dcf631', 'b53ea3c1d42b72b9c2622488c5fa82ed', '7cd4f824f61a3a05abb3aac40f8417d4', 'f9d443ad6937724fbd0ca507bb5d1076', '64b4d93889661f2ff417462e95007fb4', '6ebe294142d34c0f066e070560a335fb', '1d59f656530b2d362f5d540122fb2d03', '5:00pm 75 min Crimeware and financial predictions for 2023 Marc Rivero Dan Demeter Dmitry Galov Reports Not just an infostealer: Gopuram backdoor deployed through 3CX supply chain attack A DLL named guard64.dll']"
"RT TheHackersNews ""Ukraine has warned about new strains of GammaLoad and GammaSteel #malware that Russian-sponsored hackers are using in espionage operations against public organizations and critical information infrastructures.

#cyberattack #hacking #informationsecurity 

…","[['malware', 'gammasteel', 'gammaload', 'ukraine', 'informationsecurity', 'hackers', 'strains', 'russian', 'espionage', 'cyberattack']]","[""['ukraine', 'gpe'], ['russian', 'norp']""]",none
Secureworks CTU researchers analyse the Drokbk malware used by the COBALT MIRAGE threat group. Drokbk uses the dead drop resolver technique to determine its C2 server by connecting to GitHub. https://t.co/PEibtLfDyR https://t.co/sWl0z6FPph,"[['github', 'drokbk', 'malware', 'drop', 'resolver', 'dead', 'new', 'researchers', 'uncover', 'cybersecurity']]","[""['drokbk.exe', 'filename'], ['secureworks', 'organization'], ['github', 'organization'], ['malware', 'person'], ['drokbk', 'indicator']""]","['CVE-2021-45046', 'CVE-2021-44228', '142.44.149.199/gsdi546gsja', 'oracle-java.cf', 'activate-microsoft.cf', 'dns-iprecords.tk', 'universityofmhealth.biz', '142.44.198.202', '142.44.149.199', '51.89.135.154', '47bf39acf008ed4ae27a796ac90f841b', '14a0e5665a95714ff4951bd35eb73606', 'b90f05b5e705e0b0cb47f51b985f84db', 'a015db9106d5e8a74beaaf03797511aa', '4eb5c832ce940739d6c0eb1b4fc7a78d', '240c4853af2aee5917dcee3a3e2a5d5a', 'aefab35127292cbe0e1d8a1a2fa7c39c', '64f39b858c1d784df1ca8eb895ac7eaf', '372b1946907ab9897737799f3bc8c131', '00a2d0e7d8361cda9feeaf515f8b5d9e', '0426f65ea5bcff9e0dc48e236bbec293', '29dc4cae5f08c215d57893483b5b42cb', 'e26a66bfe0da89405e25a66baad95b05', '5bd0690247dc1e446916800af169270f', '28332bdbfaeb8333dad5ada3c10819a1', 'a8e18a84898f46cd88813838f5e69f05', '8c8e184c280db126e6fcfcc507aea925', 'c:\\programdata\\SoftwareDistribution\\SessionService.exe']"
"HACKERS HIDE MALWARE IN IMAGES
The Golang-based #malware campaign has leveraged the deep field image taken from NASA's James Webb Space Telescope (JWST) as a lure to deploy malicious payloads on infected systems.

https://t.co/NmJ26q5Hgu
@TheHackersNews #news #cybersecurity","[['malware', 'campaign', 'cybersecurity', 'golang', 'space', 'james', 'webb', 'field', 'telescope', 'nasa']]","[""['webb', 'indicator'], ['space', 'organization'], ['securonix', 'organization']""]",none
⁦@SentinelOne⁩ recently came across a Chinese actor #DragonSpark using Golang and open source tool SparkRAT to compromise internet facing servers. The infrastructure it uses has previously been seen in both espionage and criminal ops. IOCs included. https://t.co/Xrrk0hfoNr,"[['dragonspark', 'golang', 'detection', 'malware', 'evade', 'hackers', 'attacks', 'source', 'sparkrat', 'cybersecurity']]","[""['dragonspark', 'malware'], ['sparkrat', 'malware'], ['chinese', 'norp']""]",none
"SHARKBOT MALWARE BACK ON GOOGLE PLAY
A new and upgraded version of the SharkBot malware has returned to @GooglePlay Store, targeting banking logins of @Android users through apps that have tens of thousands of installations.

https://t.co/ASgttG1zWr
#Security #news #cybersecurity","[['sharkbot', 'google', 'malware', 'play', 'store', 'app', 'apps', 'crypto', 'resurfaces', 'android']]","[""['sharkbot', 'malware'], ['android', 'system'], ['google', 'organization']""]","['http://mefika.me/', 'http://browntrawler.store/', '7f3e61be7bb7363d.live', 'browntrawler.store', '23080420d0d93913.live', 'mefika.me', '185.212.47.113', '870747141b1a2afcd76b4c6482ce0c3c21480ae3700d9cb9dd318aed0f963c58', '7f2248f5de8a74b3d1c48be0db574b1c6558d6edae347592b29dc5234337a5ff']"
North Korean hackers used Itaewon tragedy for malware: Google Google’s anti-hacking unit says state-backed hackers exploited Halloween disaster to target internet users with malware. https://t.co/YzIrGeCo2u,"[['month', 'google', 'unit', 'hackers', 'south', 'korea', 'halloween', 'crowd', 'crush', 'internet']]","[""['halloween', 'date'], ['microsoft', 'organization'], ['jazeera', 'org'], ['google', 'organization']""]",none
"Samsung, LG Phones Vulnerable Due to Leaked Certificates, Google Finds 
Łukasz Siewierski, a member of Google's Android Security Team, has a post on the Android Partner Vulnerability Initiative (AVPI) issue.
#Samsung #Lg #Google","[['android', 'leaked', 'malware', 'samsung', 'team', 'google', 'security', 'siewierski', 'member', 'post']]","[""['december', 'date'], ['google', 'organization'], ['android', 'system'], ['samsung', 'organization']""]",none
"New GoTrim Botnet Attempting to Break into WordPress Sites' Admin Accounts
https://t.co/ZR4htqhl0N 

Dec 14, 2022Ravie Lakshmanan
A new Go-based botnet has been spotted scanning and brute-forcing self-hosted websites using the WordPress content management system (CMS) to s... https://t.co/yVCFLLuFBX","[['wordpress', 'gotrim', 'botnet', 'control', 'websites', 'new', 'admin', 'sites', 'system', 'cms']]",none,none
"The BlackCat/ALPHV ransomware gang claimed responsibility for an attack that hit the systems of Italy's energy agency Gestore dei Servizi Energetici SpA (GSE).
 #energy #news #security #cyberattack #attack #italy #hack #ransomware #database","[['energy', 'attack', 'agency', 'italy', 'ransomware', 'blackcat', 'gse', 'malware', 'servizi', 'dei']]",none,none
"New HiddenAds malware affects 1M+ users and hides on the Google Play Store 
https://t.co/wWkoMQQb7G
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

                     Authored by Dexter Shin
McAfee’s Mobile Research ...","[['malware', 'google', 'hiddenads', 'play', 'users', 'cybersecurity', 'new', 'hides', 'store', 'mcafee']]",none,none
"NCC-CSIRT flags 'HiddenAds' Malware 'that jeopardises users' privacy'

Malware, HiddenAds, has infiltrated Google Play Store in the form of several device cleaners or optimisation apps. The Nigerian Communications Commissions C...
#NCCCSIRT #HiddenAds
https://t.co/9Cn5z3y8kp","[['malware', 'hiddenads', 'privacy', 'users', 'ncc', 'csirt', 'flags', 'nigerians', 'nigeria', 'guardian']]",none,none
One of @TrendMicro's honeypots showed #cybercriminal group TeamTNT's potential attack scenario and leak of container registry credentials for docker-abuse #malware. This research will be presented at the c0c0n XV Hacking and Cyber Security Conference. https://t.co/slSOfomaPq,"[['attack', 'honeypots', 'leak', 'scenario', 'group', 'teamtnt', '@trendmicro', 'container', 'registry', 'credentials']]","[""['dockerhub', 'organization'], ['docker', 'vulnerability'], ['teamtnt', 'organization']""]",none
"Then, from @Mandiant, @VMware issues. Related links in this tweet from @Gate_15_Analyst. ‘this is not an external remote code execution vulnerability…attacker needs admin-level privileges to the ESXi hypervisor… no evidence of a zero-day vulnerability.’ https://t.co/qbCYaYW5im","[['esxi', 'hypervisor', 'vulnerability', 'level', 'privileges', 'malware', 'vmware', 'hackers', 'attacker', 'hypervisors']]","[""['mandiant', 'malware']""]",none
"Pirated 3DMark benchmark tool delivering info-stealer malware... 🌐 🕵️

🖱️ https://t.co/k9VZ5hanZ4

#malware #3dmark #CyberSecurity #CyberSec #Software #Windows #tech #technews #TechnologyNews #Wednesday #technology #schools #student #homeschool #cybercrime #cybernews #news #USA","[['malware', 'stealer', 'info', 'tool', 'benchmark', 'cybersecurity', 'bleepingcomputer', 'infosec', 'cloud', 'software']]",none,none
"Noberus ransomware gets info-stealing upgrades, targets Veeam backup software https://t.co/di5jWhzMTu #security #securitynews #cyberthreats Thanks to TheRegister for this story

'One of the most dangerous and active malware developers operating at the moment'

Crooks spreading …","[['ransomware', 'noberus', 'info', 'upgrades', 'software', 'backup', 'cybersecurity', 'register', 'malware', 'infosec']]",none,none
PrivateLoader PPI Service Found Distributing Info-Stealing RisePro Malware https://t.co/6xPWCqCgJv via @TheHackersNews #PrivateLoader #PPI #Malware #RisePro #cybercrime #cyberthreat #arkei #cyberthreat #cybersecurity #infosec #clouodsecurity,"[['malware', 'risepro', 'ppi', 'service', 'info', 'privateloader', 'stealing', 'cybersecurity', 'infosec', 'security']]","[""['risepro', 'malware'], ['cyberfeed.io', 'domain']""]",['my-rise.cc']
Quantum Ransomware Attack Disrupts Government Agency in Dominican Republic: The Dominican Republic’s Instituto Agrario Dominicano (IAD) has suffered a Quantum ransomware attack. The attack encrypted multiple services and workstations throughout the… https://t.co/ubXkdD4yQ5 https://t.co/mhFsgNVSTB,"[['dominican', 'instituto', 'agrario', 'dominicano', 'republic', 'quantum', 'cyberattack', 'ransomware', 'iad', 'government']]",none,none
Got an iPhone? This new app lets you download non-App Store apps. But BEWARE… it could also help cyber criminals install malware on your phone #AppStore #malware #TrollStore #NottinghamIT https://t.co/lDVZg0SD4F,"[['iphone', 'malware', 'trollstore', 'appstore', 'phone', 'criminals', 'beware', 'got', '|', 'https://t.co/kjvmg0vv82']]","[""['iphone', 'system'], ['trollstore', 'malware']""]","['CVE-2022-26766', 'CVE-2021-30937']"
"#USA #cyberattack ISP Bardstown Connect von #Ransomware betroffen. Tracked by @ValeryMarchive
Ransomware attack knocked a Kentucky city-operated ISP offline before holiday https://t.co/RlORR3PRRG","[['isp', 'kentucky', 'city', 'ransomware', 'attack', 'holiday', 'amp', 'tpa', '|', 'future']]","[""['bardstown', 'malware'], ['liska', 'gpe'], ['kentucky', 'gpe'], ['heaton', 'organization'], ['isp', 'org']""]",none
"Threat group #DeathStalker has been deploying #malware #Janicab under the radar, this time targeting legal and financial entities. @Kaspersky has the details in @scmagazine: https://t.co/te9zyCuZCf","[['janicab', 'deathstalker', 'entities', 'variant', 'malware', '@securelist', 'threat', 'group', '@kaspersky', '|']]","[""['viledropper', 'malware'], ['vileloader', 'malware'], ['deathstalker', 'organization']""]","['replacedata.runner.py', '87.120.37.192', '87.120.254.100', '87.120.37.68', '176.223.165.196', '33f9780a2f0838e43457a8190616bec9e5489e1a112501e950fc40e0a3b2782e', 'aacd0752289f3b0c6be3fadba368a9a71e46a228', '03cfa51aa7f0893f1d0feb32b521cc61', 'ad2195e2977bfb824c8afdab38e531b2', '5f1a9913aec43a61f0b3ad7b529b397e', '84aa12fe7c7ab241a2e0ca2db5db2865', 'b5450c8553def4996426ab46996b2e55', '96ebcfb2cc9e6c5d0ad2cec2522f1274', 'b5190d7cc4d7a59ad4962b8614db8521', '3f1e0540793d9b9dbd26d6fadceacb71', 'ASN176', 'HKEY_CURRENT_USER\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon', '00:50:56:c0:00:08', '/d/unrar.exe', '/gid.php', '5:00pm 75 min Crimeware and financial predictions for 2023 Marc Rivero Dan Demeter Dmitry Galov Reports Not just an infostealer: Gopuram backdoor deployed through 3CX supply chain attack A DLL named guard64.dll', '/d/Rar.exe', '/d/icmpxa.exe', '/d/procdump.exe']"
Evilnum group targets legal entities with a new Janicab variant: A hack-for-hire group dubbed Evilnum is targeting travel and financial entities with the new Janicab malware variant. Kaspersky researchers reported that a hack-for-hire group dubbed… https://t.co/wqOlOO2pKM https://t.co/fKbWOAgYtr,"[['group', 'hire', 'travel', 'malware', 'hack', 'entities', 'janicab', 'financial', 'targets', 'variant']]","[""['janicab', 'gpe'], ['deathstalker', 'malware'], ['kaspersky', 'organization']""]",none
"Keralty ransomware attack impacts Colombia's health care system

The Keralty multinational healthcare organization suffered a RansomHouse ransomware attack on Sunday, disrupting the websites and operations of the company and its subsidiaries. [...]

via BleepingComputer (aut…","[['attack', 'keralty', 'colombia', 'system', 'health', 'care', 'ransomware', 'cybersecurity', 'healthcare', 'infosec']]",none,none
"Kimsuky Hackers Spotted Using 3 New Android Malware to Target South Koreans 
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #AI 
https://t.co/hRs1iqcKm5

The North Korean espionage-focused actor known as Kimsuky has been observed using three different Android malware... https://t.co/iqspTT6SYI","[['malware', 'android', 'kimsuky', 'new', 'hackers', 'target', 'cybersecurity', 'espionage', 'south', 'koreans']]","[""['android', 'system'], ['kimsuky', 'malware'], ['google', 'organization']""]",none
"The attackers behind the Kinsing cryptojacking operation have been spotted exploiting misconfigured and exposed PostgreSQL servers to obtain initial access to Kubernetes environments. 

#cybersecurity #Security #infosecurity #infosec #Microsoft #Kubernetes #malware #PostgreSQL https://t.co/dPYqQ73wwC","[['kubernetes', 'postgresql', 'kinsing', 'clusters', 'cryptojacking', 'malware', 'hits', 'cybersecurity', 'microsoft', 'crypto']]","[""['microsoft', 'organization']""]","['0.0.0.0/0', '0.0.0.0', 'CVE-2020-14882', 'CVE-2020-14883', 'CVE-2020-14750']"
"The LockBit ransomware group apologized for the attack on the Hospital for Sick Children (SickKids) and also released a free decryptor to the victims.

#cybersecurity #Security #infosec #infosecurity #Ransomware #CyberAttack #hospital #hospitals #affiliate #apologize #Children https://t.co/TsQKR3xWNd","[['sickkids', 'lockbit', 'ransomware', 'hospital', 'attack', 'decryptor', 'group', 'apologizes', 'cybersecurity', 'gang']]","[""['redpacket', 'organization']""]","['pic.twitter.com/PoXQdboJLH', '9:30 p.m', 'pic.twitter.com/H9S4ERgih7']"
"#Hacking #LodaRAT #Malware #Vulnerability #CyberCrime #CyberAttack #CyberSecurity  
Cisco Talos spotted multiple updated versions of LodaRAT that were deployed alongside other malware families, including RedLine and Neshta.
https://t.co/DTXoOyKnlQ https://t.co/o1YGh7KjYN","[['malware', 'lodarat', 'variants', 'cybersecurity', 'new', 'conjunction', 'redline', 'employing', 'updated', 'resurfaces']]","[""['talos', 'person'], ['lodarat', 'malware']""]",none
"『cyber threat actors exploited the Log4Shell vulnerability in an unpatched VMware Horizon server』

Alert (AA22-320A)
Iranian Government-Sponsored APT Actors Compromise Federal Network, Deploy Crypto Miner, Credential Harvester | CISA
https://t.co/xqiDTf63ke","[['government', 'log4shell', 'actors', 'cybersecurity', 'vulnerability', 'agency', 'u.s.', 'hackers', 'federal', 'network']]","[""['u.s.', 'gpe'], ['cisa', 'organization']""]",['CVE-2021-44228']
😳🤷🏻 US govt: Iranian hackers breached federal agency using Log4Shell exploit. The FBI and CISA revealed in a joint advisory published today that an unnamed Iranian-backed threat group hacked a Federal Civilian Executive Branch organization to deploy XMRig cryptomining malware https://t.co/6GPppVCiPN,"[['log4shell', 'federal', 'iranian', 'hackers', 'group', 'agency', 'fbi', 'cisa', 'malware', 'civilian']]","[""['iranian', 'norp'], ['today', 'date'], ['federal', 'organization'], ['fbi', 'org']""]",none
"Lorenz Ransomware Exploit Mitel VoIP Systems to Breach Business Networks

The operators behind the Lornenz ransomware operation have been observed exploiting a now-patched critical security flaw in Mitel MiVoice Connect to obtain a foothold into target environments for follo…","[['lorenz', 'mitel', 'ransomware', 'security', 'connect', 'mivoice', 'flaw', 'lornenz', 'target', 'foothold']]","[""['mivoice', 'system'], ['lorenz', 'person']""]",none
"North Korea Hackers Spotted Targeting Job Seekers with macOS Malware 
The North Korea-backed Lazarus Group has been observed targeting job seekers with malware capable of executing on Apple Macs with Intel and M1 chipsets.
Slovak cybersecurity firm ESET … https://t.co/d1AEp0Ohh5","[['korea', 'job', 'north', 'cybersecurity', 'seekers', 'lazarus', 'group', 'malware', 'macos', 'infosec']]","[""['malware', 'org'], ['lazarus', 'organization'], ['apple', 'organization'], ['north', 'indicator']""]",none
"Hacking groups are behind a massive surge in 'TrojanOrders' attacks targeting Magento 2 websites, exploiting a vulnerability that allows the threat actors to compromise vulnerable servers https://t.co/pM8FtCVkkq @riskigy #cybersecurity #riskigy #security #cyberattack #cybercrime https://t.co/kVdgAyQu4S","[['magento', 'trojanorders', 'stores', 'attacks', 'surge', 'attack', 'cybersecurity', 'adobe', 'security', 'websites']]",none,none
"Microsoft Uncovers New Post-Compromise Malware Used by Nobelium Hackers

Microsoft linked to ""highly targeted"" post-exploitation malware that could be used to maintain persistent access to compromised environments. MagicWeb is ...
#Microsoft #Politics
https://t.co/7PzOY3Iizo","[['microsoft', 'magicweb', 'malware', 'nobelium', 'cybersecurity', 'apt', 'technews', 'hacking', 'infosec', 'details']]","[""['microsoft', 'organization'], ['magicweb', 'malware'], ['nobelium', 'malware'], ['defender', 'system']""]",none
"New MailChimp breach exposed DigitalOcean customer email addresses - DigitalOcean is warning customers that a recent MailChimp security breach exposed the email addresses of some customers, with a small number receiving unauthorized password resets. [...… https://t.co/Tjy8f81gc1","[['mailchimp', 'digitalocean', 'email', 'security', 'breach', 'customers', 'customer', 'incident', 'cybersecurity', 'addresses']]","[""['mailchimp', 'organization'], ['digitalocean', 'malware']""]",none
"HR teams beware! There is a new type of phishing attack using the ""more_eggs"" malware embedded in fake resumes.

#more_eggs #malwarethreats #FortressTelecom #Telecom #Networking #NetworkTechnician #LowVoltageTechnician #LowVoltageNation #LVNGoldStandard #L https://t.co/oKqD7lmK9b","[['more_eggs', 'hr', 'teams', 'malwarethreats', 'malware', 'resumes', 'networktechnician', 'lowvoltagetechnician', 'lowvoltagenation', 'attack']]",none,none
"Hackers stole data of 460,000 individuals in MFHS ransomware attack
https://t.co/roV0WRDl3L by @CarlyPage_ via @TechCrunch #people #data #health #nonprofit #cybercriminals #cyberattack #healthcare 
#hackers #ransomware #ransomwareattack","[['data', 'mfhs', 'attack', 'hackers', 'individuals', 'techcrunch', 'ransomware', 'cybersecurity', 'people', 'health']]",none,none
"A #vulnerable anti-cheat #Driver for the role-playing game #Genshinlmpact, mhyprot2.sys, is currently being abused by a #ransomware actor to kill #antivirus #processes and services for mass-deploying ransomware.
Assess your endpoint security controls: https://t.co/ne4zNWgg4k https://t.co/zo2OU4AToW","[['driver', 'game', 'mhyprot2.sys', 'genshin', 'impact', 'genshinlmpact', 'actor', 'processes', 'antivirus', 'services']]","[""['mhyprot2.sys', 'filename'], ['windows', 'system']""]",none
"We always advise you keep your software updated, but this Adobe Flash Player update message hides a nasty malware scam. It’s targeting Google Chrome and MS Edge users

#GoogleChrome #MicrosoftEdge #MaliciousAddOn

https://t.co/N3ENbO2V96

Raw Link: https://t.co/tzYhICKyje","[['maliciousaddon', 'microsoftedge', 'googlechrome', 'adobe', 'flash', 'player', 'software', 'update', 'malware', 'message']]","[""['keksec', 'organization'], ['google', 'organization'], ['cloud9', 'person'], ['tech', 'system'], ['microsoftedge', 'system'], ['googlechrome', 'system']""]",none
"#Moobot #botnet is coming for your unpatched D-Link router
https://t.co/0bIPMBNcHm

#Mirai #malware variant targeting old and new vulnerabilities. Multiple #CVE warnings.
#CyberSecurity #InfoSec #Vulnerability #DLink #RCE #Patch #Update #CyberAttack","[['moobot', 'mirai', 'd', 'botnet', 'variant', 'link', 'cybersecurity', 'router', '-', 'exploiting']]","[""['d', 'indicator'], ['moobot', 'person']""]","['CVE-2022-28958', 'CVE-2022-26258', 'CVE-2018-6530', 'CVE-2015-2051', 'vpn.komaru.today', '159.203.15.179', '4bff052c7fbf3f7ad025d7dbab8bd985b6cac79381eb3f8616bef98fcb01d871', '3b12aba8c92a15ef2a917f7c03a5216342e7d2626b025523c62308fc799b0737', '4567979788b37fbed6eeda02b3c15fafe3e0a226ee541d7a0027c31ff05578e2', '7123b2de979d85615c35fca99fa40e0b5fbca25f2c7654b083808653c9e4d616', '36dcaf547c212b6228ca5a45a3f3a778271fbaf8e198ede305d801bc98893d5a', 'b7ee57a42c6a4545ac6d6c29e1075fa1628e1d09b8c1572c848a70112d4c90a1', '06fc99956bd2afceebbcd157c71908f8ce9ddc81a830cbe86a2a3f4ff79da5f4', '188bce5483a9bdc618e0ee9f3c961ff5356009572738ab703057857e8477a36b', '46bb6e2f80b6cb96ff7d0f78b3bdbc496b69eb7f22ce15efcaa275f07cfae075', 'cc3e92c52bbcf56ccffb6f6e2942a676b3103f74397c46a21697b7d9c0448be6', 'd7564c7e6f606ec3a04be3ac63fdef2fde49d3014776c1fb527c3b2e3086ebab', '88b858b1411992509b0f2997877402d8bd9e378e4e21efe024d61e25b29daa08', '72153e51ea461452263dbb8f658bddc8fb82902e538c2f7146c8666192893258', '/lan.asp', '/shareport.php']"
"🛑 [NEWS] Three connected campaigns delivered a variety of threats, including the ModernLoader bot, RedLine information-stealer and cryptocurrency-mining #malware to victims between March and June 2022 &gt; @a_mascellino reports &gt; https://t.co/lclmjAHdCv  #amazonscam","[['malware', 'modernloader', 'june', 'march', 'information', 'variety', 'stealer', 'threats', 'campaigns', 'gt']]",none,none
"PyPI Package ‘secretslib’ Drops Fileless Linux Malware to Mine Monero: The curious case of 'secretslib'—a fileless cryptominer

Sonatype has identified a 'secretslib' PyPI package that describes itself as ""secrets matching and verification made easy.""… https://t.co/Hfo7DSD0qR https://t.co/7qilho5EoZ","[['package', 'pypi', 'malware', 'linux', 'fileless', 'monero', 'secretslib', 'security', 'cybersecurity', 'energy']]","[""['sonatype', 'organization']""]","['archived.as', 'include.as', '5.161.57.250']"
Unidentified threat actors have deployed a new backdoor that borrows its features from the U.S. Central Intelligence Agency (CIA)'s Hive multi-platform malware suite #cybersecurity #cyberattack #cia #malware https://t.co/wXJmjKOBQE,"[['cia', 'hive', 'malware', 'leaked', 'intelligence', 'backdoor', 'platform', 'threat', 'hackers', 'attack']]","[""['cia', 'org'], ['u.s.', 'gpe'], ['hive', 'organization']""]",none
Multi-stage crypto-mining malware hides in legitimate apps with month-long delay trigger: The Nitrokod cryptocurrency mining campaign goes to great lengths to avoid detection and can remain active for a number of years. https://t.co/evZmP9muPL,"[['malware', 'mining', 'apps', 'month', 'crypto', 'delay', 'trigger', 'stage', 'cybersecurity', 'campaign']]","[""['nitrokod', 'organization']""]",none
